faculty,title,authors,date,journal,volume,issue,pages,publisher,description
Hilary Silvia-Goldberg|It's a Nuisance: The Future of Fracking Litigation in the Wake of Parr v. Aruba Petroleum, Inc.|Hilary M Goldberg, Melanie Stallings Williams, Deborah Cours|2015|Va. Envtl. LJ|33||1||Hydraulic fracturing, or" fracking," is a polarizing topic, having earned both staunch advocates who see its possibilities for the domestic production of energy and ardent opponents who anticipate dire consequences resulting from its environmental impact. The practice has resulted in over one hundred lawsuits filed by private plaintiffs, none of which have gone to verdict prior to the recent jury decision in Parr v. Aruba Petroleum, Inc. 1 Because its result did not rest on a conclusion that the practice of fracking itself constituted a compensable wrong, Parr neither vindicated the oil and gas industry by exonerating it nor validated critics of fracking. Instead, the decision, based on a single cause of action of intentional private nuisance, demonstrated that juries were willing to find in favor of private plaintiffs even without a showing that fracking itself resulted in direct harm to the lives and property of those living nearby. The jury … 
Miranda Elena|PLAGIOCLASE DEFORMATION RESULTING IN LOCALIZED STRAIN IN A LOWER CRUSTAL SHEAR ZONE, FIORDLAND, NEW ZEALAND|Caroline E Gross, Elena A Miranda, Keith Klepeis|2017/1|Geological Society of America Abstracts with Programs|||||We perform microstructural and EBSD analysis on naturally-deformed plagioclase to identify strain localization processes in a lower crustal shear zone that formed at the root of a Mesozoic continental arc system exposed in Fiordland New Zealand. Three samples correspond to different depths and different strain intensities. Sample 068C is a granulite from a low-strain zone within the Resolution Orthogneiss and represents the deepest level (≥ 50 km). Samples 0210D and 0212D are from a retrogressed (amphibolite facies) part of the Pembroke granulite at structurally higher levels (~ 40 km) and correspond to high and low strain zones, respectively. Our microstructural observations show distinct differences in plagioclase microstructural development for the low-and high-strain shear zone samples. The plagioclase in the low-strain sample of the Pembroke Granulite (0212D) exhibits annealed textures, but relict grains of medium-coarse grain size show undulose extinction, minor subgrain development, and deformation twinning. The high strain Pembroke sample (0210D) has slightly elongate relict grains with deformation twinning, small recrystallized grain sizes (< 10 µm), and core-and-mantle structure consistent with subgrain rotation (SGR) recrystallization. Sample 068C contains a range of grain sizes where many grains have straight to lobate-shaped grain boundaries consistent with grain boundary migration (GBM) recrystallization. 
Miranda Elena|Microstructural Evolution of an Extensional Shear Zone: the Transition from Dislocation Creep to Grain Boundary Sliding in Naturally Deformed Plagioclase|E Miranda, G Hirth, BE John|2014/12|AGU Fall Meeting Abstracts|||||We present microstructural, LPO, and misorientation data from EBSD analyses to interpret the deformation mechanisms of naturally deformed plagioclase in an amphibolite-facies extensional shear zone within oceanic crust. Textural data and mineral chemistry data for thermometry were acquired on samples of gabbro mylonite collected from the footwall of the Atlantis Bank oceanic core complex; we focus on a monophase plagioclase layer with a high ratio of recrystallized matrix grains to porphyroclasts. Sample microstructures are subdivided into three regions: seven porphyroclasts, recrystallized grains immediately adjacent to those porphyroclasts, and the population of recrystallized matrix grains. All porphyroclasts exhibit subgrain development and show clustering of low-angle (3-10º) misorientation axes within the {010} plane, consistent with slip on {010}. However, only one porphyroclast is oriented for … 
Miranda Elena|LINKING GRANULITE-FACIES METAMORPHISM, PARTIAL MELTING AND HIGH SR/Y MAGMATISM IN THE ROOT OF A CONTINENTAL ARC, CUCAMONGA TERRANE, CALIFORNIA|John A WIESENFELD, Joshua J SCHWARTZ, Jade Star LACKEY, Elena A MIRANDA, Tina ZEIDAN, Stephanie L HOLGREN, Matthew A COBLE|2013/10/30|2013 GSA Annual Meeting in Denver|||||© Copyright 2013 The Geological Society of America (GSA), all rights reserved. Permission is hereby granted to the author(s) of this abstract to reproduce and distribute it freely, for noncommercial purposes. Permission is hereby granted to any individual scientist to download a single copy of this electronic file and reproduce up to 20 paper copies for noncommercial purposes advancing science and education, including classroom use, providing all reproductions include the complete content shown here, including the author information. All other forms of reproduction and/or transmittal are prohibited without written permission from GSA Copyright Permissions. 
Miranda Elena|THE RELATIONSHIP BETWEEN DEFORMATION AND METAMORPHISM IN CONTRASTING HIGH STRAIN ZONES IN THE LOWER CRUST OF A CONTINENTAL ARC, FIORDLAND, NEW ZEALAND|Kathryn E DIANISKA, Alice C NEWMAN, Elena A MIRANDA, Tina ZEIDAN, Keith KLEPEIS, Harold STOWELL, Joshua J SCHWARTZ|2013/10/29|2013 GSA Annual Meeting in Denver|||||© Copyright 2013 The Geological Society of America (GSA), all rights reserved. Permission is hereby granted to the author(s) of this abstract to reproduce and distribute it freely, for noncommercial purposes. Permission is hereby granted to any individual scientist to download a single copy of this electronic file and reproduce up to 20 paper copies for noncommercial purposes advancing science and education, including classroom use, providing all reproductions include the complete content shown here, including the author information. All other forms of reproduction and/or transmittal are prohibited without written permission from GSA Copyright Permissions. 
Miranda Elena|Strain localization in granodiorite mylonites: a microstructural and electron backscatter diffraction (EBSD) study of the South Mountains core complex, Arizona|RM Greenberg, E Miranda|2009/12|AGU Fall Meeting Abstracts|||||The quantification of strain localization in detachment fault shear zones is essential to the study of continental core complex development and permits insight into continental crust rheology during extension. We present a microstructural and EBSD study of naturally deformed shear zone rocks from the footwall of the South Mountains, Arizona, core complex to interpret the deformation mechanisms that lead to strain localization along the detachment fault. The footwall of the South Mountains core complex is dominated by a Miocene composite pluton that exhibits Miocene extensional mylonitic fabrics associated with the structural development of the core complex. The composite pluton is composed of granodiorite, granite, and quartzolite, but the granodiorite is the most voluminous of the intrusive units. The detachment fault shear zone is developed within the granodiorite and quartzolite intrusive units. We conducted a … 
Miranda Elena|Core Complexes Are Tectonic Windows of Opportunity: A Microstructural Evaluation of Shear Zone Rheology and Strain Localization in the South Mountains Core Complex, Arizona|Elena A Miranda, James S Carter|2008/10/5|2008 Joint Meeting of The Geological Society of America, Soil Science Society of America, American Society of Agronomy, Crop Science Society of America, Gulf Coast Association of Geological Societies with the Gulf Coast Section of SEPM|||||Core complexes are a known manifestation of regional or local tectonic extension, but the strain localization processes associated with the development of a discrete detachment fault surface remain controversial. We investigate the process of strain localization within a mylonitic shear zone associated with core complex development in the South Mountains, central Arizona, in order to evaluate the rheology of crustal rocks during tectonic extension. The footwall rocks of the South Mountains core complex are dominated by a large composite middle Tertiary (22-25 Ma) granitoid pluton that is synkinematic with respect to the ductile mylonitic deformation associated with middle Tertiary core complex development, and are therefore ideal for this study. Our preliminary microstructural observations from South Mountains Granodiorite mylonites suggest that strain is preferentially localized within quartz, and that quartz deforms under dislocation creep. Quartz is extensively dynamically recrystallized, forming quartz ribbons with high aspect ratios. We observe dynamically recrystallized quartz showing both Regime 2 and Regime 3 microstructures indicative of subgrain rotation and grain boundary migration recrystallization, respectively. In contrast, plagioclase and K-feldspar form porphyroclasts that are commonly brittlely fractured. The plastic behavior of quartz and the brittle behavior of the feldspar porphyroclasts together suggests that these mylonites developed at temperatures above the threshold for quartz plasticity (~ 300 蚓), but not above the threshold for feldspar plasticity, interpreted to be around~ 500 蚓. Our results suggest that the rheology of the … 
Miranda Elena|Microstructural Evaluation of Strain Localization Along the South Mountains Detachment Fault System, Arizona, USA|JS Carter, EA Miranda|2007/12|AGU Fall Meeting Abstracts|||||Detachment faulting is widely recognized as a mechanism of extension in the Basin and Range province, but the strain localization processes thought to contribute to the development of a discrete detachment fault surface are variable within the province. Though some detachment faulting has been attributed to deformation purely within the brittle regime, other fault systems, such as the South Mountains core complex in Arizona, are associated with fabric development within both the ductile and brittle regimes. In the South Mountains, Middle Tertiary (25-22 Ma) magmatism was accompanied by detachment faulting, which resulted in the development of mylonitic and cataclastic fabrics in intrusive rocks of the footwall. We examine granodioritic fault rocks from the detachment fault footwall and fault surface to identify specific deformation mechanisms that promoted strain localization along the South Mountains … 
Miranda Elena|Processes of Strain Localization Recorded on the Atlantis Bank Detachment Fault System, Southwest Indian Ridge|EA Miranda, G Hirth, BE John, HJ Dick|2005/12|AGU Fall Meeting Abstracts|||||Oceanic detachment faults are widely recognized along ultra-slow-to intermediate-spreading mid-ocean ridges, yet uncertainty surrounds their formation and the process of attendant strain localization. We examine gabbroic rocks of the footwall, hanging wall and detachment fault surface of the Atlantis Bank oceanic detachment fault system, a~ 300 km2 oceanic core complex formed along the ultra-slow-spreading Southwest Indian Ridge between~ 13-10 Ma. The exposed fault rocks provide details of the extensional fault system a distance of~ 39 km normal to the ridge axis; core from ODP Hole 735B reveals variation of the fault system with structural depth. We use microstructures and thermometry to describe the structural evolution of the footwall during high-temperature ductile to low-temperature brittle deformation. In addition, we present a detailed rheological study of amphibolite-grade mylonites to identify the … 
Miranda Elena|Growth and Construction of Oceanic Crust at Atlantis Bank, Southwest Indian Ridge|JJ Schwartz, BE John, MJ Cheadle, EA Miranda, CB Grimes, JL Wooden, HJ Dick|2005/12|AGU Fall Meeting Abstracts|||||Magmatic zircon is a common accessory mineral in oceanic crustal rocks including gabbro, oxide gabbro, diabase and felsic veins. Its presence in these rocks provides an exceptional opportunity to document crustal growth processes at slow-spreading mid-ocean ridges. We present nineteen Pb/U zircon SHRIMP-RG ion probe ages of lower crustal rocks collected by manned submersible, ROV, dredging and ODP drilling from a 20 x 30 km2 area of Atlantis Bank, Southwest Indian Ridge, which allow us to constrain the growth and construction of oceanic crust. Weighted average 206Pb/238U ages of these samples range from 10.7 to 13.9 Ma, with errors of 0.1-0.6 my (< 1-4%). At least 75% of these gabbros accreted within error of the predicted sea-surface magnetic age, whereas up to 25% are between 700,000 and 2.5 my older. In one sample, we identified zircon with inherited cores as much as 1.5 my older than … 
Miranda Elena|Strain localization within the ductile and brittle regimes: the development of the Atlantis Bank oceanic detachment fault system, Southwest Indian Ridge|Elena A Miranda, Greg Hirth, Barbara E John|2005/10/16|2005 Salt Lake City Annual Meeting|||||The mechanics of low-angle detachment fault formation remains controversial as some geologic field evidence for their formation is at odds with conventional Andersonian faulting theory. One key to understanding detachment faulting is the quantification of processes that allow strain localization within both the brittle and ductile regimes. We examine gabbroic fault rocks of the Atlantis Bank oceanic detachment fault system, a~ 900 km 2 oceanic core complex formed along the ultra-slow-spreading Southwest Indian Ridge between~ 13-10 Ma. We interpret the process of strain localization to determine how grain size, strain rate, and deformation mechanisms are related in order to describe the initiation and evolution of the low-angle normal detachment fault system of Atlantis Bank. We use the flow law creep parameters for synthetic aggregates of both plagioclase and amphibole in order to construct deformation mechanism maps given the grain size, temperature and LPO signature of each sample. We use electron backscatter diffraction (EBSD) to measure the presence or absence of a lattice preferred orientation (LPO) in plagioclase and amphibole. Results suggest that high-T plagioclase deformation is accomplished by dislocation creep in the {010}< 100> slip system; at low-T, grain size reduction through grain boundary migration recrystallization results in diffusion creep deformation. The amphibole fabric is dominated by the {100}< 001> slip system, which develops in pressure solution. We use microprobe-determined mineral compositions for thermometry and for use in the flow laws. Microtextures indicate that high-T fabric is overprinted by … 
Miranda Elena|OCEANIC CORE COMPLEX DEVELOPMENT AT ATLANTIS BANK, SOUTHWEST INDIAN RIDGE|Elena A MIRANDA|2004/11/7|2004 Denver Annual Meeting|||||In slow-spreading mid-ocean ridge environments, spreading is accommodated by both magmatic and tectonic processes, where the latter may be manifested in the form of an extensional low-angle detachment fault system. Due to the multiple manifestations of spreading, slow-spreading ridges have unique features that include ‘inside-corner highs’, anomalous bathymetric highs intimately linked to the tectonic partitioning of spreading. Atlantis Bank, a paleo-inside-corner high representing 4.6 my of crustal accretion, is a topographically anomalous, faulted feature formed initially at the intersection of the ultra-slow-spreading Southwest Indian Ridge (SWIR) and the Atlantis II Transform. It is part of a long-lived (2.1 my) detachment fault system associated with an oceanic core complex (~ 900 km 2 in area) originally developed within oceanic lithosphere at the inside-corner high of the SWIR-Atlantis II Transform ridge-transform intersection. The Atlantis Bank core complex exposes gabbro, oxide gabbro and rare serpentinized peridotite. It exhibits a dome-shaped corrugated detachment surface that has been subsequently cut by moderately-dipping transform-parallel normal faults, enabling Shinkai 6500 manned submersible sampling of the footwall, hanging wall, and detachment fault surface, providing details of the extensional fault system exposed over 39 km normal to the ridge axis. Ocean Drilling Program Hole 735B samples preserve a continuous vertical section through the interior of the detachment fault system. Together, the sample collections enable a 3-D understanding of the development of the detachment fault system. 
Schwartz Joshua|Trace element chemistry of zircons from oceanic crust: A method for distinguishing detrital zircon provenance|Craig B Grimes, Barbara E John, PB Kelemen, FK Mazdab, JL Wooden, Michael J Cheadle, K Hanghøj, JJ Schwartz|2007/7/1|Geology|35|7|643-646|Geological Society of America|We present newly acquired trace element compositions for more than 300 zircon grains in 36 gabbros formed at the slow-spreading Mid-Atlantic and Southwest Indian Ridges. Rare earth element patterns for zircon from modern oceanic crust completely overlap with those for zircon crystallized in continental granitoids. However, plots of U versus Yb and U/Yb versus Hf or Y discriminate zircons crystallized in oceanic crust from continental zircon, and provide a relatively robust method for distinguishing zircons from these environments. Approximately 80% of the modern ocean crust zircons are distinct from the field defined by more than 1700 continental zircons from Archean and Phanerozoic samples. These discrimination diagrams provide a new tool for fingerprinting ocean crust zircons derived from reservoirs like that of modern mid-ocean ridge basalt (MORB) in both modern and ancient detrital zircon … 
Schwartz Joshua|On the occurrence, trace element geochemistry, and crystallization history of zircon from in situ ocean lithosphere|Craig B Grimes, Barbara E John, Michael J Cheadle, Frank K Mazdab, Joseph L Wooden, Susan Swapp, Joshua J Schwartz|2009/12/1|Contributions to Mineralogy and Petrology|158|6|757|Springer-Verlag|We characterize the textural and geochemical features of ocean crustal zircon recovered from plagiogranite, evolved gabbro, and metamorphosed ultramafic host-rocks collected along present-day slow and ultraslow spreading mid-ocean ridges (MORs). The geochemistry of 267 zircon grains was measured by sensitive high-resolution ion microprobe-reverse geometry at the USGS-Stanford Ion Microprobe facility. Three types of zircon are recognized based on texture and geochemistry. Most ocean crustal zircons resemble young magmatic zircon from other crustal settings, occurring as pristine, colorless euhedral (Type 1) or subhedral to anhedral (Type 2) grains. In these grains, Hf and most trace elements vary systematically with Ti, typically becoming enriched with falling Ti-in-zircon temperature. Ti-in-zircon temperatures range from 1,040 to 660°C (corrected for a TiO2 ≈ 0.7, a … 
Schwartz Joshua|Provenance of a late Proterozoic–early Cambrian basin, Sierras de Córdoba, Argentina|Joshua J Schwartz, L Peter Gromet|2004/2/12|Precambrian Research|129|1-2|1-21|Elsevier|Detrital zircons in metasedimentary rocks of Cambrian or older age in the Sierras de Córdoba provide information on sources of continental detritus on the western paleo-margin of Gondwana. Analysis of single zircon grains indicates dominant populations of Neoproterozoic (∼ 600–700 Ma) and Mesoproterozoic (950–1050 Ma) age, and a limited presence of Paleoproterozoic (∼ 1900 Ma) zircon. Additional constraints on provenance are provided by the Pb isotopic compositions of peraluminous granites derived from the metasedimentary section. These compositions fall within the distinctive 207 Pb-rich Gondwana provinces and therefore appear to rule out a Laurentian source such as the Argentine Precordillera. We interpret the sources of the Neoproterozoic and Paleoproterozoic zircons to be Gondwanan, most likely derived from the cratonic regions of South America and/or the once contiguous cratons of … 
Schwartz Joshua|Timing and duration of the calc-alkaline arc of the Pampean Orogeny: implications for the Late Neoproterozoic to Cambrian evolution of Western Gondwana|Joshua J Schwartz, L Peter Gromet, Roberto Miro|2008/1|The Journal of Geology|116|1|39-61|The University of Chicago Press|The Pampean Orogen in the Eastern Sierras Pampeanas contains two paired magmatic belts, an eastern calc-alkaline magmatic belt and a western peraluminous granite/high-grade metasedimentary belt. The relationship between the two belts and their relative timing are constrained through new U-Pb zircon ages on granodiorites, monzogranites, and associated volcanic rocks from Sierra Norte and the easternmost Sierras de Córdoba. These ages indicate that calc-alkaline arc magmatism was active over at least a 30-m.yr. period from 555 to 525 Ma, terminating at the same time that peraluminous magmatism and associated high-grade metamorphism began in the adjoining metasedimentary belt (525–515 Ma). These temporal relationships and the metamorphic characteristics of the two belts appear to be in conflict with previously proposed models for the Pampean Orogeny as a continental-collision event, but … 
Schwartz Joshua|Dating the growth of oceanic crust at a slow-spreading ridge|Joshua J Schwartz, Barbara E John, Michael J Cheadle, Elena A Miranda, Craig B Grimes, Joseph L Wooden, Henry JB Dick|2005/10/28|Science|310|5748|654-657|American Association for the Advancement of Science|Nineteen uranium-lead zircon ages of lower crustal gabbros from Atlantis Bank, Southwest Indian Ridge, constrain the growth and construction of oceanic crust at this slow-spreading midocean ridge. Approximately 75% of the gabbros accreted within error of the predicted seafloor magnetic age, whereas ∼25% are significantly older. These anomalously old samples suggest either spatially varying stochastic intrusion at the ridge axis or, more likely, crystallization of older gabbros at depths of ∼5 to 18 kilometers below the base of crust in the cold, axial lithosphere, which were uplifted and intruded by shallow-level magmas during the creation of Atlantis Bank. 
Schwartz Joshua|The rate of oceanic detachment faulting at Atlantis Bank, SW Indian Ridge|A Graham Baines, Michael J Cheadle, Barbara E John, Joshua J Schwartz|2008/8/30|Earth and Planetary Science Letters|273|1-2|105-114|Elsevier|The rates of slip on oceanic detachment faults and how those rates compare to sea-floor spreading rates constitute fundamental data required to constrain how oceanic core-complexes form and their role during crustal accretion. We combine sea-surface magnetic data, with the magnetic polarity of shallow-core samples and Pb/U SHRIMP ages of igneous zircon to determine the time-averaged half-spreading rate during oceanic detachment faulting at Atlantis Bank, 100 km south of the ultraslow-spreading Southwest Indian Ridge (SWIR). The Pb/U zircon ages correlate well with the magnetic ages and so highlight that magmatic accretion and faulting were coeval for over 2 Myr, creating and exposing a > 1.5-km-thick layer of gabbro for > 35 km parallel-to-spreading. We use bivariate linear regression of distance–age data and forward modeling of magnetic anomaly data to calculate a half-spreading rate during … 
Schwartz Joshua|Analysis of the Wallowa-Baker terrane boundary: Implications for tectonic accretion in the Blue Mountains province, northeastern Oregon|Joshua J Schwartz, Arthur W Snoke, Carol D Frost, Calvin G Barnes, L Peter Gromet, Kenneth Johnson|2010/3/1|Bulletin|122|3-4|517-536|Geological Society of America|The Baker terrane, exposed in the Blue Mountains province of northeastern Oregon, is a long-lived, ancient (late Paleozoic–early Mesozoic) accretionary complex with an associated forearc. This composite terrane lies between the partially coeval Wallowa and Olds Ferry island-arc terranes. The northern margin of the Baker terrane is a broad zone (>25 km wide) of fault-bounded, imbricated slabs and slices of metaigneous and metasedimentary rocks faulted into chert-argillite mélange of the Elkhorn Ridge Argillite. Metaplutonic rocks within tectonic units in this zone crystallized between 231 and 226 Ma and have low initial 87Sr/86Sr ratios (0.7033–0.7034) and positive initial εNd values (+7.7 to +8.5). In contrast, siliceous argillites from the chert-argillite mélange have initial 87Sr/86Sr values ranging from 0.7073 to 0.7094 and initial εNd values between –4.7 and –7.8. We interpret this broad, imbricate fault … 
Schwartz Joshua|SHRIMP Pb/U zircon ages constrain gabbroic crustal accretion at Atlantis Bank on the ultraslow-spreading Southwest Indian Ridge|A Graham Baines, Michael J Cheadle, Barbara E John, Craig B Grimes, Joshua J Schwartz, Joseph L Wooden|2009/10/15|Earth and Planetary Science Letters|287|3-4|540-550|Elsevier|Absolute ages of plutonic rocks from mid-ocean ridges provide important constraints on the scale, timing and rates of oceanic crustal accretion, yet few such rocks have been absolutely dated. We present 206Pb/238U SHRIMP zircon ages from two ODP Drill Holes and a surface sample from Atlantis Bank on the Southwest Indian Ridge. We report ten new sample ages from 26–1430 m in ODP Hole 735B, and one from 57 m in ODP Hole 1105A. Including a previously published age, eleven samples from Hole 735B yield 206Pb/238U zircon crystallization ages that are the same, within error, overlap with the estimated magnetic age and are inferred to date the main period of crustal growth, the average age of analyses is 11.99 ± 0.12 Ma. Any differences in the ages of magmatic series and/or tectonic blocks within Hole 735B are unresolvable and eight well-constrained ages vary from 11.86 ± 0.20 Ma to 12.13 ± 0.21 … 
Schwartz Joshua|Late Jurassic magmatism, metamorphism, and deformation in the Blue Mountains Province, northeast Oregon|Joshua J Schwartz, Arthur W Snoke, Fabrice Cordey, Kenneth Johnson, Carol D Frost, Calvin G Barnes, Todd A LaMaskin, Joseph L Wooden|2011/9/1|Bulletin|123|9-10|2083-2111|Geological Society of America|An early to mid-Mesozoic record of sedimentation, magmatism, and metamorphism is well developed in the Blue Mountains Province of northeast Oregon. Detailed studies both north and south of the Blue Mountains Province (e.g., terranes of the Intermontane belt, Klamath Mountains, and western Sierra Nevada) have documented a complex Middle to Late Jurassic orogenic evolution. However, the timing of magmatic, metamorphic, and deformational events in the Blue Mountains, and the significance of these events in relationship to other terranes in the western North American Cordillera remain poorly understood. In this study, we investigate the structural, magmatic, and metamorphic histories of brittle to semibrittle deformation zones that indicate widespread Late Jurassic orogenesis in the Blue Mountains Province. Folding and faulting associated with contractional deformation are primarily localized along … 
Schwartz Joshua|Dissolution–reprecipitation of igneous zircon in mid-ocean ridge gabbro, Atlantis Bank, Southwest Indian Ridge|Joshua J Schwartz, Barbara E John, Michael J Cheadle, Joseph L Wooden, Frank Mazdab, Susan Swapp, Craig B Grimes|2010/6/15|Chemical Geology|274|1-2|68-81|Elsevier|Zircons recovered from oceanic gabbro exposed on Atlantis Bank, Southwest Indian Ridge, typically display oscillatory and sector zoning consistent with igneous crystallization from mafic magmas. In one rock (of twenty investigated), weak-oscillatory-zonation patterns are overprinted by secondary textural features characterized by mottled, convoluted and wavy internal zonation patterns that are frequently associated with secondary micron- to submicron-scale micro-porosity. These zircons are hosted in a felsic vein that intruded an oxide gabbro, both of which are cross-cut by monomineralic amphibole- and quartz-rich veinlets. Zircons with weak-oscillatory-zonation patterns record a weighted-average 206Pb/238U age of 12.76 ± 0.20 Ma (mswd = 1.5), and have high trace element concentrations [e.g., ΣREEs (∼ 0.4–2.2 wt.%), Y (∼ 0.6–2.8 wt.%), P (∼ 0.4–0.9 wt.%)], and Th/U (0.1–0.5). These zircons are … 
Schwartz Joshua|The generation of high Sr/Y plutons following Late Jurassic arc–arc collision, Blue Mountains province, NE Oregon|Joshua J Schwartz, Kenneth Johnson, Elena A Miranda, Joseph L Wooden|2011/9/1|Lithos|126|1-2|22-41|Elsevier|High Sr/Y plutons (Sr/Y > 40) occupy large areas in ancient and modern orogenic belts, yet considerable controversy exists regarding mechanisms of their generation, the tectonic settings in which they form, and their relationship to contractional deformation through time. In the Blue Mountains province (NE Oregon), a suite of Late Jurassic (148–145 Ma), high Sr/Y plutons intrude Middle Jurassic (162–157 Ma), low Sr/Y (< 40) arc-related lavas and plutons in the Dixie Butte area immediately after widespread Late Jurassic arc–arc collision (159–154 Ma). Early, pre- to syn-kinematic low Sr/Y lavas and plutons (162–157 Ma) have flat to slightly enriched light rare earth element (REE) abundances, low Sr (< 400 ppm) and Sr/Y values (< 40), and strongly positive initial epsilon Hf values (+ 10.1 to + 12.3: 2σ weighted average). Ce/Y values from basalts and gabbros yield a maximum crustal thickness of ~ 23 km. These … 
Schwartz Joshua|Gneiss domes, vertical and horizontal mass transfer, and the initiation of extension in the hot lower-crustal root of a continental arc, Fiordland, New Zealand|Keith A Klepeis, Joshua Schwartz, Harold Stowell, Andrew Tulloch|2016/4/1|Lithosphere|8|2|116-140|Geological Society of America|Structural analyses and sensitive high-resolution ion microprobe–reverse geometry (SHRIMP-RG) zircon 206Pb/238U dates reveal the tectonic evolution of the deep (40–65 km) root of a Cretaceous continental arc as subduction beneath Gondwana ended and rifting began. By ca. 123 Ma, a dense root, composed partly of garnet pyroxenite and omphacite granulite, had formed. At 118–115 Ma, during regional contraction, a magma flare-up thermally and mechanically rejuvenated the base of the arc, resulting in widespread crustal melting, granulite-facies metamorphism, and the circulation of hot partially molten lower crust. By ca. 114 Ma, the flow formed two different styles of migmatitic gneiss domes. At the deepest (∼65 km) levels, the Breaksea domes record the upward flow of material in diapirs balanced by a sinking garnet pyroxenite root. At shallower (∼40 km) levels, the Malaspina domes record lateral … 
Schwartz Joshua|Thermochronology of extensional orogenic collapse in the deep crust of Zealandia|Joshua J Schwartz, Harold H Stowell, Keith A Klepeis, Andy J Tulloch, Andrew RC Kylander-Clark, Bradley R Hacker, Matthew A Coble|2016/6/1|Geosphere|12|3|647-677|Geological Society of America|The exhumed Fiordland sector of Zealandia offers a deep-crustal view into the life cycle of a Cordilleran-type orogen from final magmatic construction to extensional orogenic collapse. We integrate U-Pb thermochronologic data from metamorphic zircon and titanite with structural observations from >2000 km2 of central Fiordland to document the tempo and thermal evolution of the lower crust during the tectonic transition from arc construction and crustal thickening to crustal thinning and extensional collapse. Data reveal that garnet granulite facies metamorphism and partial melting in the lower crust partially overlapped with crustal thickening and batholith construction during emplacement of the Western Fiordland Orthogneiss (WFO) from 118 to 115 Ma. Metamorphic zircons in metasedimentary rocks yield 206Pb/238U (sensitive high-resolution ion microprobe–reverse geometry) dates of 116.3–112.0 Ma … 
Schwartz Joshua|Time scales and processes of Cordilleran batholith construction and high-Sr/Y magmatic pulses: Evidence from the Bald Mountain batholith, northeastern Oregon|Joshua J Schwartz, Kenneth Johnson, Paul Mueller, John Valley, Ariel Strickland, Joseph L Wooden|2014/12/1|Geosphere|10|6|1456-1481|Geological Society of America|Cordilleran granitic batholiths (sensu lato) preserve information about time scales and processes of upper crustal magmatic arc construction during Mesozoic subduction and mountain building. The Bald Mountain batholith in northeastern Oregon (USA) is a classic example of a composite, incrementally constructed batholith that formed during terrane amalgamation outboard of the western U.S. Cordillera. Whole-rock geochemistry and zircon trace element, U-Pb, Lu-Hf, and O isotopic data reveal that batholith construction occurred over ∼15 Ma, commencing with the syncollisional emplacement of small, low-Sr/Y (<40) norite-granite plutons from 157 to 155 Ma. The next phase of magmatism was postcollisional and dominated by high-Sr/Y (>40) tonalite-granodiorite magmatism that produced the main mass of the batholith, including the granodiorite of Anthony Lake (147 Ma) and the tonalite of Bald Mountain … 
Schwartz Joshua|Mesozoic sedimentation, magmatism, and tectonics in the Blue Mountains Province, northeastern Oregon|Todd A LaMaskin, Joshua J Schwartz, Rebecca J Dorsey, Arthur W Snoke, Kenneth Johnson, Jeffery D Vervoort, JE O'Connor, IP Madin|2009/12/1|Volcanoes to vineyards: Geologic field trips through the dynamic landscape of the Pacific Northwest: Geological Society of America Field Guide|15||187-202||This ﬁeld trip guide describes a two-day excursion through Mesozoic accreted terranes of the Blue Mountains Province in northeastern Oregon. Day 1 is focused on sedimentary rocks of the Izee terrane. These deposits are divided into two unconformity-bounded megasequences, MS-1 and MS-2, that record two stages of syntectonic basin formation. MS-1 (Late Triassic to Early Jurassic) accumulated in fault-bounded marine sub-basins on the ﬂank of an inferred growing Baker terrane thrust belt. MS-1 sandstones, derived from the Baker terrane, contain abundant Paleozoic, Late Paleoproterozoic, and Late Archean detrital-zircon grains. These observations suggest afﬁnity of the Baker terrane and MS-1 in the Izee area to portions of the Klamath and Sierra Nevada terranes that contain similar detrital-zircon age distributions. MS-2 (Early to early-Late Jurassic) accumulated in a large marine basin that received input from low-grade metavolcanic rocks to the east (modern coordinates). Detrital zircons are dominated by Mesozoic, Neoproterozoic, and Mesoproterozoic grains. Two possible interpretations for MS-2 are:(1) the Jurassic Izee basin was fed directly by the large Mesozoic trans-cratonal sediment-dispersal system, or (2) transcratonal sediment was deposited in a Triassic backarc basin in Nevada and was later recycled into the Jurassic Izee basin during Cordilleran orogenesis. 
Schwartz Joshua|The tempo of continental arc construction in the Mesozoic Median Batholith, Fiordland, New Zealand|Joshua J Schwartz, Keith A Klepeis, Joseph F Sadorski, Harold H Stowell, Andy J Tulloch, Matthew A Coble|2017/6/1|Lithosphere|9|3|343-365|GeoScienceWorld|We investigate the temporal record of magmatism in the Fiordland sector of the Median Batholith (New Zealand) with the goal of evaluating models for cyclic and episodic patterns of magmatism and deformation in continental arcs. We compare 20 U-Pb zircon ages from >2300 km2 of Mesozoic lower and middle crust of the Western Fiordland Orthogneiss to existing data from the Median Batholith to: (1) document the tempo of arc construction, (2) estimate rates of magmatic addition at various depths during arc construction, and (3) evaluate the role of cyclical feedbacks between magmatism and deformation during high and low magma addition rate events. Results from the Western Fiordland Orthogneiss indicate that the oldest dates are distributed in northern and southern extremities: the Worsley Pluton (123–121 Ma), eastern McKerr Intrusives (128–120 Ma), and Breaksea Orthogneiss (123 Ma). Dates within … 
